[Fecha],[Titulo],[Texto],[Snippet],[URL]
2010-07-09 00:00:00,Protección Civil alerta por lluvias en gran parte de México | El ...,,"9 Jul 2010 ... Protección Civil alerta por lluvias en gran parte de México ... favorecer 
encharcamientos o inundaciones en zonas bajas y de poco drenaje, ... como 
Guanajuato, Querétaro, Hidalgo, México, Distrito Federal, Morelos, Tlaxcala, ...",https://www.eleconomista.com.mx/politica/Proteccion-Civil-alerta-por-lluvias-en-gran-parte-de-Mexico--20100709-0048.html
2010-07-21 01:00:00,Reportan lluvias intensas en 7 estados | El Economista,,"21 Jul 2010 ... En su informe meteorológico especial de lluvias, precisó que en 24 estados se ... 
Puebla, Quintana Roo, Hidalgo, México, Morelos, Yucatán, Nayarit, Michoacán, 
... y arroyos, encharcamientos y/o inundaciones, así como deslaves en sierras. ... 
San Luis Potosí y Quintana Roo, así como el Distrito Federal.",https://www.eleconomista.com.mx/politica/Reportan-lluvias-intensas-en-7-estados-20100721-0161.html
2010-07-12 00:00:00,Alertan por lluvias en 16 estados del país | El Economista,,"12 Jul 2010 ... Puntualizó que la presencia de una baja presión ocasionará lluvias fuertes, ... 
del sur de Michoacán; mayor parte del estado de México y Distrito Federal, ... 
encharcamientos o inundaciones en zonas bajas y de poco drenaje, ...",https://www.eleconomista.com.mx/politica/Alertan-por-lluvias-en-16-estados-del-pais-20100712-0029.html
2010-07-19 00:00:00,Actuales políticas hidráulicas no evitarán inundaciones | El ...,,"19 Jul 2010 ... La inundaciones en la ciudad de México no cesarán si se continúa con ... 
contaminación y hundimientos del DF, expresó el arquitecto Jorge ...",https://www.eleconomista.com.mx/politica/Actuales-politicas-hidraulicas-no-evitaran-inundaciones-20100719-0058.html
2010-07-13 00:00:00,Protección Civil clausura comercios en la Nápoles | El Economista,,"13 Jul 2010 ... Especificó que a través de la campaña 'Inundaciones por basura' se prevé 
sancionar a ... al drenaje de la ciudad de México, que son causa de 
inundaciones. ... el titular de la Secretaría de Protección Civil del Distrito Federal.",https://www.eleconomista.com.mx/politica/Proteccion-Civil-clausura-comercios-en-la-Napoles-20100713-0012.html
2010-07-05 00:00:00,Lluvia azota seis delegaciones del DF | El Economista,,"5 Jul 2010 ... Hasta el momento las intensas lluvias en delegaciones como ... lo menos tres 
delegaciones de la ciudad de México, sin que hasta el momento se ... De 
acuerdo con reportes de la Secretaría de Protección Civil del Distrito Federal, ... 
se han reportado inundaciones en el interior de viviendas, sin embargo, ...",https://www.eleconomista.com.mx/politica/Lluvia-azota-seis-delegaciones-del-DF-20100705-0018.html
2010-07-21 01:00:00,"Fuertes lluvias, alerta SMN | El Economista","El Servicio Meteorológico Nacional (SMN) anunció que se esperan fuertes lluvias en las próximas 24 a 48 horas en el Valle de México debido a la entrada de humedad de los océanos Pacífico y Atlántico.

La dependencia de la Comisión Nacional de Agua (Conagua) informó que habrá tormentas acompañadas de intervalos de chubascos, actividad eléctrica, granizo y fuertes vientos, que pueden ocasionar graves daños materiales.

Este organismo indicó que para el 22 de julio se prevén lluvias fuertes con acumulaciones superiores a los 70 milímetros y para el 23, lluvia fuerte con acumulaciones entre 20 y 70 milímetros.

Advirtió la presencia de inundaciones repentinas, deslaves de terreno, derrumbes de zonas montañosas, y aclaró que esto depende de la orografía local.

El SMN pronosticó que gran parte del territorio nacional se verá afectado por este temporal de lluvias. En Puebla, Guerrero, Veracruz, Oaxaca, San Luis Potosí y Michoacán habrá lluvias fuertes; es decir, superiores a 70 milímetros de precipitación.

Se esperan lluvias fuertes, de 20 a 70 milímetros en: Chiapas, Jalisco, Tlaxcala, Morelos, Hidalgo, Querétaro, Tamaulipas, Nuevo León, Coahuila, Guanajuato, Tabasco, Campeche, Yucatán, Quintana Roo, Nayarit, Durango, Sinaloa, Chihuahua y Sonora.

Precipitaciones extraordinarias

Los próximos tres días, la ciudad sufrirá de lluvias extraordinarias debido a los cambios en la temperatura del Atlántico, advirtió el jefe de gobierno del Distrito Federal, Marcelo Ebrard. Vamos a tener tres días muy difíciles respecto de las lluvias en la ciudad. Tendremos lluvias fuera de lo que eventual , destacó. Por lo que reiteró su llamado a los capitalinos a no tirar basura para evitar que el drenaje se obstruya, ya que cada semana se recogen del sistema de drenaje 2,400 toneladas de basura. También exhortó a los capitalinos a no salir por las tardes si no es necesario dadas las fuertes lluvias que se esperan.

El gobierno capitalino está en alerta permanente y el operativo, que arrancó el medio día de este miércoles, incluye el uso de lanchas de emergencia, sobrevuelos, vigilancia epidemiológica y monitoreo en zonas susceptibles de deslaves e inundaciones.

[email protected]","21 Jul 2010 ... Advirtió la presencia de inundaciones repentinas, deslaves de terreno, ... advirtió 
el jefe de gobierno del Distrito Federal, Marcelo Ebrard.",https://www.eleconomista.com.mx/politica/Fuertes-lluvias-alerta-SMN-20100721-0155.html
2010-07-13 00:00:00,Bicentenario pasado por agua | El Economista,"Lo anterior lo escribió Luis Miguel González en su columna Caja fuerte en El Economista del pasado viernes. En ella nuestro Director Editorial, basado en los datos del Servicio Meteorológico Nacional, nos hizo saber que el presente año será durísimo debido a las lluvias y sus estragos. De los 36 fenómenos tropicales referidos, siete u ocho traerán precipitaciones considerables. Pero lo peor es que no estamos listos con recursos económicos ni preparados con infraestructura para mitigar los desastres que se avecinan.

El gobierno federal carece de dinero para subsanar la devastación que ha provocado el huracán Alex en Tamaulipas, Nuevo León y Coahuila, según declaró José Luis Luege Tamargo, director general de la Comisión Nacional del Agua (Conagua): Se requieren miles, miles de millones de pesos, y eso va a requerir una economía más fuerte y mayores ingresos del gobierno federal que supongo -¿supone? luego, no está seguro- que en estos momentos no los hay .

Suponiendo que la suposición del señor Luege Tamargo sea certera, apenas comienza la temporada de huracanes, de pronóstico grave, y ya no hay recursos económicos para remediar los males que éstos provocan. ¿Cómo vamos a mitigar las catástrofes que se anuncian? Como escribió el autor de Caja fuerte : La cabeza duele sólo de imaginar lo que pasará .

En otro orden de declaraciones sobre el mismo tema, el secretario de Protección Civil del Distrito Federal, Elías Moreno Brizuela, nos tranquiliza al afirmar categóricamente que en la capital, pese a las precipitaciones pluviales vaticinadas, no habrá inundaciones, únicamente encharcamientos: Se necesita que el nivel del agua alcance los 2 metros de altura para que pueda ser considerado como inundación, por debajo de esta medida sólo son encharcamientos .

Así pues, amigo lector, enfrentémonos a la temporada de fuertes lluvias con tranquilidad y confianza: mientras el nivel del agua no tape totalmente su automóvil, no rebase el primer piso de su casa y apenas le llegue al cuello a usted subido en un mueble de 50 centímetros de altura, en su colonia no hay una inundación, sólo un encharcamiento.

La nota sobre lo declarado por el señor Moreno Brizuela (El Universal, jueves 8 de julio del 2010, firmada por Phenélope Aldaz) no especifica si el funcionario declarante se encontraba bajo el influjo de alguna sustancia de ésas que provocan percibir la realidad de manera equivocada o sólo lo dijo para documentar nuestro optimismo: Es un criterio de los especialistas -argumentó-, menos de 2 metros se llaman encharcamientos, más de 2 metros son inundaciones .

Más claro ni el agua. Lo que no puntualizó don Elías es en qué son especialistas los que tienen tal criterio. ¿Especialistas en buceo? O ¿especialistas en proveer de datos engañabobos a funcionarios que declaran creyendo que los ciudadanos somos estúpidos?

El Gran Charco del Bicentenario

Mientras Luege supone que el gobierno federal no tiene dinero para paliar los daños ocasionados por Alex, el titular de la Comisión Organizadora de los Festejos del Bicentenario, José Manuel Villalpando, supone que estamos nadando en la abundancia -más de 200 millones son alberca, menos de 200 chapoteadero-.

En una entrevista concedida a Jorge Ricardo publicada ayer en el diario Reforma, justificó que el presupuesto total para las celebraciones a su cargo haya subido de 1,500 millones, en el 2009, a los actuales 2,971. Se trata de conmemorar a México. Este recurso es poco en realidad frente a los muchos millones de pesos que hay en el presupuesto nacional, se trata de hacer esto inolvidable -comentó Villalpando.

El costo nada más por los actos de septiembre y noviembre será de 979 millones de pesos. Dichos actos consistirán en un espectacular desfile multimedia -música, arte, danza, efectos especiales- programado para el 16 de septiembre y producido por la empresa australiana Instantia Producciones; el 19, 20 y 21 de noviembre la compañía francesa Royal de Luxe producirá una obra con marionetas gigantes que desfilarán por la ciudad de México; también está contratada la empresa Petite Frances, que organizará un show de luces durante 15 días de noviembre en el Zócalo.

No quiero ser aguafiestas -nunca tan bien empleado el término- pero, según los pronósticos de los que hablamos al principio de esta colaboración, será, precisamente, en septiembre cuando los presagiados fenómenos tropicales que ocasionarán daños de consideración estarán en su apogeo.

Todo el país será un inmenso charco y en algunas zonas habrá inundaciones devastadoras que producirán damnificados y pérdidas económicas para las cuales no habrá recursos. ¿Por qué no sugiero- cancelar estos eventos de relumbrón y aplicar los casi 1,000 millones de pesos presupuestados para su producción en aliviar los perjuicios que se auguran?

¡Vivan los héroes que nos dieron lluvia!

A mi utópica propuesta de anular el boato superfluo para canalizar el dinero en algo que será estricto le sigue una pregunta: entonces, ¿cómo celebrar el Bicentenario y el Centenario de nuestros máximos movimientos históricos? Tengo una sugerencia que contesta esta interrogante, no sin antes exponer unos antecedentes:

Durante cientos de años los huracanes eran nombrados según el santo que se celebraba el día después de que la tormenta azotaba la región. Fue famoso el huracán Santa Ana, que azotó Puerto Rico en 1825.

A la mitad del siglo XIX, el australiano Clement Lindley Wragge, comienza a bautizar estos fenómenos naturales con nombres de personajes de la historia y la mitología.

Durante la Segunda Guerra Mundial, la Organización Mundial Meteorológica (OMM) y el Servicio Meteorológico de Estados Unidos estableció la costumbre de ponerle nombres femeninos a los huracanes. En 1979 -no se sabe si a petición de las feministas o de los machistas- se determinó alternar los nombres femeninos y masculinos para nombrar a un huracán. Cada año se prepara una lista, en orden alfabético, de nombres para la próxima temporada. Las listas son recicladas -como los presidentes mexicanos- cada seis años.

Considerando todo lo hasta aquí escrito, sugiero que para conmemorar el Bicentenario de la Independencia y el Centenario de la Revolución denominemos a las tormentas tropicales, huracanes y demás fenómenos meteorológicos que sucedan durante lo que resta del 2010 con el nombre de algunos héroes distinguidos en ambas luchas o acontecimientos que las marcaron, y al hablar de ellos hacer una breve semblanza histórica. Así podríamos leer o escuchar:

Se aproxima a las costas de Guerrero el huracán Nicolás Bravo, llamado así en honor del insurgente nacido en ese territorio.

Las lluvias de anoche provocaron que en el encharcamiento José María Morelos el agua sobrepasara los 2 metros de altura, por lo cual cambia de nombre y de condición. Ahora se llamará inundación Siervo de la Nación.

El ciclón Don Plutarco, que debe su nombre al jefe máximo de la Revolución, se aleja de las costas de Sonora, empujado por los fuertes vientos del huracán Tata Lázaro.

La velocidad de los vientos de la tormenta tropical Leona Vicario, bautizada para honrar a nuestra heroína de la Independencia, están provocando que ésta alcance la categoría de huracán, razón por la cual el fenómeno atmosférico se llamará Andrés Quintana Roo y muy pronto sacudirá las costas del estado que tiene por nombre el apellido de este ilustre luchador independentista.

Oí por ahí

Estoy harto de hablar de futbol, mejor vamos a hablar de sexo. ¿Viste cómo los españoles se follaron a los holandeses?","12 Jul 2010 ... El gobierno federal carece de dinero para subsanar la devastación que ha ... 
sobre el mismo tema, el secretario de Protección Civil del Distrito Federal, Elías 
... no habrá inundaciones, únicamente encharcamientos: Se necesita que el ... 
por la ciudad de México; también está contratada la empresa Petite ...",https://www.eleconomista.com.mx/opinion/Bicentenario-pasado-por-agua-20100713-0007.html
2010-07-14 00:00:00,"Tejocote, negocio olvidado | El Economista",,"14 Jul 2010 ... El tejocote es un frutal nativo de México cuyo nombre deriva del náhuatl ... tolera 
sequías e inundaciones y por su rusticidad es resistente a las plagas y ... Estado 
de México (2.3%), Jalisco (2.2%), Distrito Federal (1.8%), ...",https://www.eleconomista.com.mx/opinion/Tejocote-negocio-olvidado-20100714-0010.html
2010-07-07 00:00:00,Siguen los problemas en NL; continuarán las lluvias | Publimetro ...,"La emergencia en Nuevo León continúa por las fuertes inundaciones registradas tras el paso del huracán Alex, pues aún hay gente incomunicada y las precipitaciones continuarán, alertó el gobernador Rodrigo Medina.

“En este momento todavía hay gente atrapada, hay mucha agua en los ríos, estamos supliendo la necesidades básicas, hay mucha gente incomunicada en pobladitos de 15 a 20 familias enclavados en la sierra”, detalló.

Por ello el gobernador pidió ayuda a la población para que envíe medicamentos, antidiarréicos, alimentos no perecederos y agua, así como helicópteros para rescatar a las personas que están atrapadas porque las afluentes llevan mucha agua y perdieron todo.

Mientras tanto, la Secretaría de Gobernación (Segob) emitió una declaratoria de desastre natural para 21 municipios del estado de Nuevo León, que sufrieron graves daños tras el paso del huracán “Alex”.

El Ejército, a repartir víveres y utensilios

Hasta el momento, los elementos del Ejército mexicano han desalojado a ocho mil 91 personas de distintas comunidades de los estados de Tamaulipas, Nuevo León y Coahuila, afectadas por el paso del huracán Alex.

La Secretaría de la Defensa Nacional (Sedena) precisó que como resultado de la aplicación del Plan DN-III, el Ejército ha dado alojamiento a dos mil 650 personas en cinco albergues administrados por militares.

En un corte informativo, indicó que hasta este martes y desde que iniciaron las precipitaciones pluviales se han proporcionado en las tres entidades seis mil 865 despensas, 31 mil 700 raciones de comida caliente.

También se han distribuido 37 mil 630 litros de agua potable, así como 250 cobertores, 120 colchonetas y se ha proporcionado 289 consultas médicas.

La Semar inicia programa de apoyo



La Secretaría de Marina-Armada de México (Semar) informó que desde este martes activó el Plan Marina para integrarse a las tareas de ayuda y rescate en el estado de Nuevo León, afectado por el paso del huracán “Alex”.

La dependencia federal recordó en un comunicado que dichas medidas ya se aplican desde el 2 de julio en los estados de Tamaulipas, Oaxaca y Veracruz, también aquejado por los efectos del meteoro.

Por ello envió personal de apoyo, material y equipo requerido para este tipo de contingencias como son brigadas médicas y de enfermería, instalación y operación de albergues temporales, plantas potabilizadoras y cocinas móviles; además de Unidades terrestres, aviones y helicópteros.

En Tamaulipas, a fin de ayudar a la población civil damnificada zonas de desastre aplicó la fase de auxilio a través de los Sectores Navales de La Pesca y Matamoros, en el que participaron más de 500 elementos, además de vehículos tipo comando, Unimog, Urales y Pick-up.

Del mismo modo fueron desplegadas cocinetas móviles, catres, casas de campaña, plantas de energía eléctrica, brigadas médicas, colchones y cobertores.

Persistirán las lluvias

El Servicio Meteorológico Nacional informó que las lluvias continuarán a lo largo del país por un canal de baja presión que se combina con la húmedad de ambos océanos.

Nuevo León, Tamaulipas y Coahuila, además del Distrito Federal, seguirán con el mal tiempo. Hasta el momento, estas entidades son las más afectadas por el remanente del huracán “Alex”, y las nuevas alteraciones climáticas que se forman en el Golfo de México.","7 Jul 2010 ... La emergencia en Nuevo León continúa por las fuertes inundaciones registradas 
tras el ... Hasta el momento, los elementos del Ejército mexicano han ... Nuevo 
León, Tamaulipas y Coahuila, además del Distrito Federal, ...",https://www.publimetro.com.mx/mx/noticias/2010/07/07/siguen-los-problemas-en-nl-continuaran-las-lluvias.html
2010-07-09 00:00:00,Caos vial en el DF se intensifica por lluvias | El Economista,,"9 Jul 2010 ... Caos vial en el DF se intensifica por lluvias ... y se den indicaciones en caso de 
encharcamientos o inundaciones con el objetivo de agilizar el ...",https://www.eleconomista.com.mx/politica/Caos-vial-en-el-DF-se-intensifica--por-lluvias-20100709-0067.html
2010-08-06 00:00:00,"DF, bajo amenaza por aguaceros | El Economista",,"5 Ago 2010 ... Explica que la mayor vulnerabilidad de la ciudad de México se basa en los ... Y 
es que el cambio climático ya mostró sus evidencias: lluvias ... es tener una 
inundación de graves consecuencias , concluyó Marcos Gutiérrez.",https://www.eleconomista.com.mx/politica/DF-bajo-amenaza-por-aguaceros-20100806-0028.html
2010-08-06 00:00:00,Tláloc reclama su territorio en época pluvial | El Economista,,"6 Ago 2010 ... Cada temporada de lluvias trae consigo el reto de desalojar litros de agua ... 
pluvial ha provocado severas inundaciones en la ciudad de México. ... el Distrito 
Federal sufrió en promedio una inundación severa cada 20 años.",https://www.eleconomista.com.mx/politica/Tlaloc-reclama-su-territorio-en-epoca-pluvial-20100806-0012.html
2010-09-19 00:00:00,Desactiva GDF alarma máxima por huracán | El Economista,,"19 Sep 2010 ... ... del huracán Karl terminó en el Distrito Federal, aunque aún permanecen al ... 
de EU coincidieron en que la tormenta venía hacia la ciudad de México. ... 
tradicionalmente se presentan encharcamientos e inundaciones.",https://www.eleconomista.com.mx/politica/Desactiva-GDF-alarma-maxima-por-huracan-20100919-0043.html
2010-10-21 00:00:00,Limita gobierno crédito en zonas de alto riesgo | El Economista,,"21 Oct 2010 ... ... por desastres naturales, como lluvias, inundaciones o terremotos. ... que en las 
entidades consideradas de riesgo, como el Distrito Federal, Tabasco y ... de 
México, Veracruz y Tabasco, se edifique para que los hogares no ...",https://www.eleconomista.com.mx/sectorfinanciero/Limita-gobierno-credito-en-zonas-de-alto-riesgo-20101021-0044.html
2010-12-21 00:00:00,Conagua realiza inversión histórica en el Valle de México | El ...,,"21 Dic 2010 ... En el Valle de México es en donde la Conagua ha concentrado la mayor ... para 
prevenir inundaciones frente a lluvias torrenciales y hundimientos. ... entre la 
Conagua y los gobiernos del Distrito Federal y estado de México.",https://www.eleconomista.com.mx/economia/Conagua-realiza-inversion-historica-en-el-Valle-de-Mexico-20101221-0012.html
2011-06-02 00:00:00,Riesgo,"02 de Junio de 2011

En vísperas de la temporada de lluvia, no hay que olvidar que al menos 30 mil 570 familias en el Distrito Federal se encuentran en riesgo debido a que sus viviendas se ubican en zonas de deslaves, hundimientos, grietas, minas o presas.

Iztapalapa, Álvaro Obregón, Cuajimalpa y Magdalena Contreras son, casi siempre, las delegaciones más afectadas.

Pero eso no es todo, estudios de la Secretaría de Protección Civil del DF, sostienen que no sólo estas demarcaciones enfrentan algún tipo de riesgo, sino que en general toda la Ciudad de México tiene algún problema, ya sea por fallas geológicas, daños estructurales o hidrometeorológicos.

Tan sólo por riesgo de lluvia, unas 25 mil 830 familias están en peligro. Se ubican en las demarcaciones Cuauhtémoc, Gustavo A. Madero, Miguel Hidalgo, Azcapotzalco, Venustiano Carranza, Benito Juárez, Magdalena Contreras e Iztacalco.

Otras tres mil 204 viven en las delegaciones Álvaro Obregón, Cuajimlapa, Magdalena Contreras, Tlalpan, Milpa Alta, Tláhuac, Xochimilco, Gustavo A. Madero, Venustiano Carranza e Iztapalapa y enfrentan riesgos de posibles deslizamientos en taludes inestables, desprendimiento de rocas, inundaciones y efectos por lluvias torrenciales.

Y se suman 768 familias que habitan en suelos donde se registran hundimientos y grietas, ubicadas principalmente en las delegaciones Iztapalapa, Iztacalco, Tláhuac, Milpa Alta, Venustiano Carranza, Gustavo A. Madero, Azcapotzalco y Xochimilco.

Una pequeña radiografía de peligros que las autoridades de esta ciudad no deben olvidar y mucho menos en estos días.

Mejoran denuncias

A partir de julio, la Junta Local de Conciliación y Arbitraje del Distrito Federal (JLCA) notificará electrónicamente a aquellas empresas que han sido denunciadas por sus empleados.

Este programa está en etapa de prueba, pero en la JCLA dicen que con esta medida se abreviará y reducirá el tiempo y se busca agilizar la duración de los juicios laborales.

El mecanismo va a operar de la siguiente manera: el trabajador acudirá a interponer su demanda; en ese momento se capturará y turnará a la Junta Especial correspondiente. Acto seguido se avisará vía correo electrónico al demandado para acordar una cita de conciliación.

En caso de que las partes no acepten un acuerdo, se continuará con el juicio según los tiempos que marca la ley.

Actualmente, la Junta realiza la digitalización de más de 40 mil expedientes en trámite, la creación de la Unidad Jurídica de Convenios Fuera de Juicios y del Área de Radicación de Demandas.

La ley de derechos de autor prohíbe estrictamente copiar completa o parcialmente los materiales de Excélsior sin haber obtenido previamente permiso por escrito y sin incluir el link al texto original.","6 Feb 2011 ... En vísperas de la temporada de lluvia, no hay que olvidar que al menos 30 mil 
570 familias en el Distrito Federal se encuentran en riesgo debido a que sus ... 
sino que en general toda la Ciudad de México tiene algún problema, ... 
desprendimiento de rocas, inundaciones y efectos por lluvias torrenciales.",https://www.excelsior.com.mx/opinion/2011/06/02/el-santo/712968
