Geo Point,Geo Shape,ID,Fenómeno,Taxonomía,Rpve,Intensidad,Descripción,Fuente,Cvegeo,Alcaldía,Entidad,Área m2,Perime_M,Period_Ret,Intens_Uni,Intens_Num,int2,Prueba
"19.4646616856,-99.1004851903","{""type"": ""Polygon"", ""coordinates"": [[[-99.10085202982968, 19.46595949217133], [-99.10042370469398, 19.465809549255805], [-99.10000198561913, 19.465660029425276], [-99.09959163399267, 19.46551610391641], [-99.09918204318579, 19.465373293709362], [-99.09878519315322, 19.465233693814632], [-99.0983810402451, 19.465092683873223], [-99.09798344856777, 19.46495380883052], [-99.09761319412381, 19.464824882682706], [-99.09717821816227, 19.464671192746412], [-99.09759227753733, 19.463560909536437], [-99.09795423133816, 19.4625998120235], [-99.0983852690171, 19.46274794140735], [-99.09876719388578, 19.46287917964508], [-99.09917376498643, 19.463018782793682], [-99.09957214683003, 19.463156598265474], [-99.0999786591766, 19.463302971049316], [-99.10038602141961, 19.463449043770936], [-99.10077470792694, 19.4635927964669], [-99.10120621111695, 19.46375135358848], [-99.10164076463137, 19.463910564777848], [-99.10203105642641, 19.464053349430962], [-99.10240400774377, 19.464189680500144], [-99.10277476361867, 19.464325136695663], [-99.10314676531168, 19.464461000275623], [-99.1038479272565, 19.464717006928666], [-99.1034417850319, 19.465678074446004], [-99.10302109366324, 19.46667355593337], [-99.10277298901235, 19.46663304148246], [-99.10237650132116, 19.466496024926258], [-99.10199371438657, 19.46635959187017], [-99.1016269825564, 19.46623287418367], [-99.1012509494535, 19.466097645655193], [-99.10085202982968, 19.46595949217133]]]}",1443.0,Hidrometeorológicos,Inundaciones,Peligro,Muy Alto,"Análisis del índice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 años, construido con diversos factores, en donde se calcula el porcentaje de área inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Dirección de Análisis de Riesgo de la SPCGIR, 2019.",0900500012080,Gustavo A. Madero,Ciudad de México,158857.949869,1790.43042932,5 años,% de area inundable,100,5,Prueba
"19.5408199825,-99.137400661","{""type"": ""Polygon"", ""coordinates"": [[[-99.13694113718515, 19.53957678326996], [-99.13726139464194, 19.53974859049849], [-99.13733408472845, 19.539557058760202], [-99.13734101076696, 19.539449672089447], [-99.13734701516553, 19.53935654394486], [-99.13731468051392, 19.539152100247264], [-99.13721509989284, 19.53882752308972], [-99.1371220064102, 19.538594506600223], [-99.13708235934416, 19.538548925360544], [-99.1370380159365, 19.538467521662295], [-99.13699509744227, 19.538301473350035], [-99.13697910704377, 19.53803180692738], [-99.13695862049079, 19.5379880852018], [-99.13770093896574, 19.53817630256169], [-99.13809108017156, 19.538275222794724], [-99.13865058988415, 19.53844343868188], [-99.13879779825291, 19.5383571630408], [-99.13888848030516, 19.538302800730985], [-99.13967689696005, 19.5385744277732], [-99.1403913560047, 19.53882027479177], [-99.14029762225677, 19.53905717612454], [-99.14024125183943, 19.539199600561776], [-99.14016149776737, 19.53940104149497], [-99.1398944316306, 19.540074480933306], [-99.13967667527795, 19.54061352931808], [-99.13948907834153, 19.54110105249447], [-99.13874134136744, 19.54260438192842], [-99.13860054123045, 19.542853534444372], [-99.13809452559221, 19.543835870129765], [-99.1379497047141, 19.544144102144344], [-99.13712640513698, 19.543493059242433], [-99.13687432283002, 19.543293718007654], [-99.13649496640343, 19.543004996070575], [-99.13644501045025, 19.542967085831386], [-99.13625035559365, 19.542819369911253], [-99.13620946616312, 19.54278854080092], [-99.13612608488465, 19.542715315458235], [-99.1356039914024, 19.542263502830494], [-99.13531765765285, 19.542033633183767], [-99.13507118206857, 19.541837226425212], [-99.13491285912642, 19.541715747030434], [-99.13478094968352, 19.541608097353446], [-99.13472639444649, 19.541564904723074], [-99.13440850210402, 19.54131286236473], [-99.13410859979132, 19.54107680585775], [-99.1339745479272, 19.540945130966634], [-99.13386354422362, 19.540844868072718], [-99.13383904882308, 19.540832685750907], [-99.13372793102987, 19.54073601670541], [-99.13387937316833, 19.540573787672383], [-99.13411942682814, 19.540308003561847], [-99.13425377273725, 19.540422605520668], [-99.13429893745636, 19.540372324236035], [-99.13450780851328, 19.54013978786895], [-99.13477013217391, 19.539913274356678], [-99.1351181318337, 19.53964683644125], [-99.13532375167797, 19.539819486807943], [-99.13534260043343, 19.53983531236468], [-99.13553210587534, 19.539994395257494], [-99.135589387554, 19.53991661369999], [-99.13573232732973, 19.53977101761655], [-99.13585001092925, 19.539697444820824], [-99.1361137715865, 19.53960107736658], [-99.13616527396542, 19.539592768248408], [-99.13622854349819, 19.539582561084238], [-99.13643422595386, 19.53953709110583], [-99.13657541895394, 19.53938920987908], [-99.13694113718515, 19.53957678326996]]]}",1420.0,Hidrometeorológicos,Inundaciones,Peligro,Muy Bajo,"Análisis del índice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 años, construido con diversos factores, en donde se calcula el porcentaje de área inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Dirección de Análisis de Riesgo de la SPCGIR, 2019.",0900500010205,Gustavo A. Madero,Ciudad de México,231863.314768,2290.67086639,5 años,% de area inundable,0 a 25,1,Prueba
"19.4957924403,-99.1240963689","{""type"": ""Polygon"", ""coordinates"": [[[-99.12686959156927, 19.49673405118845], [-99.12719612963635, 19.49707608116221], [-99.12752186017602, 19.497416792001605], [-99.12630221543915, 19.49890295935312], [-99.12666521151272, 19.499174743708114], [-99.12701886205062, 19.49943952398482], [-99.12655633690859, 19.500000075389334], [-99.12607657947618, 19.500581657155415], [-99.12599640675032, 19.500684320806652], [-99.12564545540694, 19.50028184681791], [-99.12540563440756, 19.499959032882238], [-99.12523062332525, 19.49970133364808], [-99.12513056101052, 19.499581562852413], [-99.12482034259412, 19.49916171273919], [-99.12455774139183, 19.49879285688061], [-99.12430320839307, 19.49839557190403], [-99.12407751890201, 19.498043302370736], [-99.12379020191226, 19.497600015137497], [-99.12356535745887, 19.497234558373954], [-99.12318199515168, 19.49661813562463], [-99.12277120657541, 19.49596486271736], [-99.12236334862524, 19.49529955444147], [-99.12200575358942, 19.49469876055716], [-99.12176918749624, 19.494321275686563], [-99.12161374264481, 19.49406574757612], [-99.1212524692173, 19.493499138147417], [-99.12091001814626, 19.492916269850728], [-99.12037054730173, 19.49224135321637], [-99.12044034411066, 19.492030329142153], [-99.12066468895632, 19.491410828043275], [-99.12086308219592, 19.49098669147813], [-99.12101195862154, 19.49073010051144], [-99.12149195119238, 19.491197845321224], [-99.12195214181997, 19.491646289786164], [-99.1224295939905, 19.49213640208538], [-99.12288550561276, 19.492604389994852], [-99.12289684772482, 19.492616031866486], [-99.12337272423215, 19.493104489815554], [-99.12386167006717, 19.493606323117653], [-99.12435066184014, 19.49410813932713], [-99.12483555534439, 19.49461313917837], [-99.12529975212865, 19.495096379973184], [-99.1256202579855, 19.495429812018504], [-99.12576176703197, 19.495576924678975], [-99.12592120699551, 19.49574256066951], [-99.1262349669582, 19.496067865046932], [-99.12655925604514, 19.496407997697872], [-99.12668857007043, 19.496544036985597], [-99.12686959156927, 19.49673405118845]]]}",1385.0,Hidrometeorológicos,Inundaciones,Peligro,Muy Alto,"Análisis del índice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 años, construido con diversos factores, en donde se calcula el porcentaje de área inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Dirección de Análisis de Riesgo de la SPCGIR, 2019.",0900500010741,Gustavo A. Madero,Ciudad de México,271623.4292,2773.21676405,5 años,% de area inundable,100,5,Prueba
"19.5086864876,-99.105500381","{""type"": ""Polygon"", ""coordinates"": [[[-99.10241481356934, 19.51148696574751], [-99.10265610645965, 19.511120110331884], [-99.1030017609405, 19.51080971938657], [-99.10403989139844, 19.509914237842356], [-99.10399251920298, 19.50977823942564], [-99.10385829631068, 19.50955849000075], [-99.10363182174035, 19.508793989968062], [-99.10359251036483, 19.50858487095072], [-99.10355300976613, 19.50819951445878], [-99.1035072299927, 19.50752307103361], [-99.10421881571753, 19.507472944323997], [-99.10452746923393, 19.507450500695704], [-99.10480511115347, 19.507433436684796], [-99.10507871151123, 19.507421694584128], [-99.10512893348012, 19.507418173294365], [-99.10551104410683, 19.50740283781621], [-99.10558575372288, 19.507423796464103], [-99.10599838159709, 19.50776652214292], [-99.10617993778384, 19.50792727393435], [-99.10637277462477, 19.507784753634127], [-99.10645712129839, 19.507709903739464], [-99.10710844613695, 19.507153705737586], [-99.10771545323584, 19.506676389420928], [-99.10803192546987, 19.506354051552982], [-99.10806561728697, 19.506322106359416], [-99.10844573891974, 19.50605507286082], [-99.10859433142386, 19.505911053076368], [-99.10881560100266, 19.505741958129608], [-99.10912496596853, 19.505414016369386], [-99.10971067022864, 19.505886064701038], [-99.10928594028915, 19.506131806658832], [-99.10859006126626, 19.506518104329874], [-99.10839359753487, 19.506687362016024], [-99.10826809498592, 19.506795485112253], [-99.10802748005491, 19.50707517886059], [-99.10714428588545, 19.508461741913912], [-99.10663673426423, 19.50925855542249], [-99.10602662235387, 19.509993134788164], [-99.10593157804388, 19.50988636614127], [-99.10551571345952, 19.51032813394254], [-99.10420292358977, 19.51093138666723], [-99.10343072534961, 19.511286222034766], [-99.10282830949173, 19.511405258755843], [-99.10241481356934, 19.51148696574751]]]}",1503.0,Hidrometeorológicos,Inundaciones,Peligro,Medio,"Análisis del índice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 años, construido con diversos factores, en donde se calcula el porcentaje de área inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Dirección de Análisis de Riesgo de la SPCGIR, 2019.",090050001288A,Gustavo A. Madero,Ciudad de México,136361.421202,2359.10703211,5 años,% de area inundable,50 a 72,3,Prueba
"19.5086864876,-99.105500381","{""type"": ""MultiPolygon"", ""coordinates"": [[[[-99.10241481356935, 19.51148696574751], [-99.10265610645966, 19.511120110331884], [-99.1030017609405, 19.51080971938657], [-99.10403989139846, 19.509914237842356], [-99.10399251920298, 19.50977823942564], [-99.10385829631068, 19.50955849000075], [-99.10363182174035, 19.508793989968062], [-99.10359251036483, 19.50858487095072], [-99.10355300976613, 19.50819951445878], [-99.1035072299927, 19.50752307103361], [-99.10421881571753, 19.507472944323997], [-99.10452746923393, 19.507450500695704], [-99.10480511115347, 19.507433436684796], [-99.10507871151123, 19.507421694584128], [-99.10512893348012, 19.50741817329437], [-99.10551104410683, 19.50740283781621], [-99.10558575372288, 19.507423796464103], [-99.1059983815971, 19.507766522142923], [-99.10617993778384, 19.50792727393435], [-99.10637277462479, 19.507784753634127], [-99.1064571212984, 19.507709903739464], [-99.10710844613695, 19.507153705737586], [-99.10771545323584, 19.506676389420928], [-99.10803192546987, 19.506354051552982], [-99.10806561728697, 19.506322106359416], [-99.10844573891974, 19.506055072860825], [-99.10859433142386, 19.505911053076368], [-99.10881560100268, 19.505741958129608], [-99.10912496596853, 19.505414016369386], [-99.10971067022864, 19.50588606470104], [-99.10928594028915, 19.506131806658832], [-99.10859006126626, 19.506518104329874], [-99.10839359753487, 19.506687362016024], [-99.10826809498592, 19.506795485112253], [-99.10802748005491, 19.507075178860593], [-99.10714428588545, 19.508461741913912], [-99.10663673426423, 19.50925855542249], [-99.10602662235387, 19.509993134788164], [-99.10593157804388, 19.50988636614127], [-99.10551571345952, 19.51032813394254], [-99.10420292358977, 19.51093138666723], [-99.10343072534961, 19.511286222034766], [-99.10282830949173, 19.511405258755843], [-99.10241481356935, 19.51148696574751]]]]}",1503.0,Hidrometeorológicos,Inundaciones,Peligro,Medio,"Análisis del índice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 años, construido con diversos factores, en donde se calcula el porcentaje de área inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Dirección de Análisis de Riesgo de la SPCGIR, 2019.",090050001288A,Gustavo A. Madero,Ciudad de México,136361.421202,2359.10703211,5 años,% de area inundable,50 a 72,3,Prueba
"19.4572095871,-99.0948894505","{""type"": ""MultiPolygon"", ""coordinates"": [[[[-99.09625982687288, 19.45448477968148], [-99.09661594704924, 19.454772865719637], [-99.09680695605087, 19.454966832653174], [-99.0969684575216, 19.45515824431546], [-99.09711944362454, 19.455456406462307], [-99.09719955880205, 19.45574027156356], [-99.09720400468795, 19.45607514541182], [-99.0971546083615, 19.456304773570988], [-99.09698130518824, 19.456761447122357], [-99.09689918812937, 19.456977828891993], [-99.09641852563368, 19.458243325126134], [-99.09600604224656, 19.4593313027912], [-99.09543860063383, 19.460826489803093], [-99.09486744630863, 19.460646935892235], [-99.09439515388237, 19.461888925557826], [-99.0939987623213, 19.462962884548915], [-99.09354380906782, 19.46280525646655], [-99.09394945607056, 19.46173942277301], [-99.09430552722777, 19.460804316246698], [-99.09388386301345, 19.46065573714741], [-99.0940887396821, 19.460078198228942], [-99.09282603653459, 19.459625698748784], [-99.092869603409, 19.459507835809532], [-99.09328911429668, 19.458391228656485], [-99.09370091111673, 19.457325386563866], [-99.09327552253994, 19.457170927938275], [-99.0927361031942, 19.456984750645695], [-99.09336310591756, 19.455376968629274], [-99.09341016282092, 19.455249219416835], [-99.09434436188337, 19.452806136031022], [-99.0947932847708, 19.45321272382326], [-99.09516563080156, 19.453530310828263], [-99.09556525658225, 19.453892314360726], [-99.09586782394825, 19.454157273029583], [-99.09625982687288, 19.45448477968148]]]]}",1574.0,Hidrometeorológicos,Inundaciones,Peligro,Muy Alto,"Análisis del índice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 años, construido con diversos factores, en donde se calcula el porcentaje de área inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Dirección de Análisis de Riesgo de la SPCGIR, 2019.",0900500012235,Gustavo A. Madero,Ciudad de México,267431.566299,2791.86115637,5 años,% de area inundable,100,5,Prueba
"19.5367720619,-99.1442916349","{""type"": ""MultiPolygon"", ""coordinates"": [[[[-99.14217588409257, 19.536047958161124], [-99.14220808982058, 19.53594796994413], [-99.14220463845675, 19.53547050929539], [-99.14215931560942, 19.534341895117556], [-99.1470709908834, 19.53595339038937], [-99.14752998049121, 19.536114340103182], [-99.14745378096273, 19.53624218757017], [-99.14726888305941, 19.536495179684216], [-99.14712257767665, 19.536710449566854], [-99.1469932963057, 19.53689498121371], [-99.14694043291661, 19.536980239663624], [-99.14666873627553, 19.53736084053478], [-99.14650944182749, 19.537620361645498], [-99.14654512061647, 19.537783174868284], [-99.1464657942122, 19.537937040670432], [-99.14633849367817, 19.53815861185715], [-99.1463134512074, 19.538188781070126], [-99.14617744776298, 19.538303480890743], [-99.14601734585013, 19.53838919010227], [-99.14593235453702, 19.538440622748578], [-99.145789205762, 19.53861880902118], [-99.14573706937904, 19.5387155601132], [-99.1457098160638, 19.538779265948175], [-99.14564082770356, 19.539024730631855], [-99.14564051500174, 19.53905418654824], [-99.14554380385007, 19.539043497672527], [-99.14388220133658, 19.538510038391188], [-99.14353989657162, 19.538397021046617], [-99.14263772979935, 19.538099154434942], [-99.14135145147115, 19.537692168697813], [-99.14164115997286, 19.537040333105328], [-99.14185843338927, 19.536726324182037], [-99.14207743503991, 19.53637679405135], [-99.14209341648886, 19.536344320300085], [-99.14217588409257, 19.536047958161124]]]]}",2090.0,Hidrometeorológicos,Inundaciones,Peligro,Muy Alto,"Análisis del índice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 años, construido con diversos factores, en donde se calcula el porcentaje de área inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Dirección de Análisis de Riesgo de la SPCGIR, 2019.",0900500013182,Gustavo A. Madero,Ciudad de México,192113.985681,1855.87343553,5 años,% de area inundable,100,5,Prueba
"19.4535850078,-99.0543293748","{""type"": ""MultiPolygon"", ""coordinates"": [[[[-99.05183849935672, 19.45232787938594], [-99.05199827835435, 19.45226266635087], [-99.05228863472846, 19.452156643488404], [-99.05273520991152, 19.451993578289013], [-99.05320903453843, 19.451820559277074], [-99.05340774941773, 19.45174799679236], [-99.05351423262537, 19.45170911477187], [-99.05368943720765, 19.451645137100105], [-99.05377299395337, 19.45161462580812], [-99.0540328545777, 19.451519735815403], [-99.05414086619433, 19.4514802935364], [-99.05428143246802, 19.451428964161185], [-99.05460362291606, 19.45131131085073], [-99.05475518841277, 19.451600513661415], [-99.05504885731179, 19.452262450689002], [-99.05507501514923, 19.45232367719129], [-99.05520522836815, 19.452628419005364], [-99.05530134684888, 19.452853322846217], [-99.05537887231611, 19.453034716646584], [-99.05541237317756, 19.45311308999833], [-99.05576701547945, 19.45298319616763], [-99.05614863977476, 19.452843464929035], [-99.05648626171075, 19.452719869316912], [-99.05649899262473, 19.452750076604744], [-99.05667309832255, 19.453168850022497], [-99.05682360412284, 19.453530448180153], [-99.05685617069598, 19.453608683574693], [-99.05717279036011, 19.45436917817411], [-99.0568240244502, 19.45449900742328], [-99.05641804065402, 19.454650465898226], [-99.0561609921268, 19.454745819491574], [-99.05605223289157, 19.454786305287126], [-99.0558875332446, 19.454847611593618], [-99.05573392937671, 19.454906015362454], [-99.05561824295116, 19.454947853273094], [-99.05535433229245, 19.45504609135495], [-99.05532816757399, 19.4550558314917], [-99.05509284026516, 19.45514342862235], [-99.05494352320764, 19.45519901127114], [-99.05482687721381, 19.45524243062233], [-99.05449772235559, 19.455364953444086], [-99.05374852583536, 19.455643825973635], [-99.05379502889657, 19.455755549549167], [-99.05338732608054, 19.45590955089354], [-99.05321138134865, 19.45550797539686], [-99.05302582729513, 19.455084466247563], [-99.05284262202309, 19.454666312189477], [-99.0526693730317, 19.45427088554108], [-99.05253595657719, 19.453966367178882], [-99.05249005479354, 19.45385853633576], [-99.0523136206275, 19.453444056859038], [-99.05215421506279, 19.453069576541182], [-99.05198019611298, 19.452660760968243], [-99.05183849935672, 19.45232787938594]]]]}",2095.0,Hidrometeorológicos,Inundaciones,Peligro,Alto,"Análisis del índice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 años, construido con diversos factores, en donde se calcula el porcentaje de área inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Dirección de Análisis de Riesgo de la SPCGIR, 2019.",0900500012466,Gustavo A. Madero,Ciudad de México,154505.465813,1718.91514729,5 años,% de area inundable,73 a 99,4,Prueba
"19.4712026524,-99.0974091489","{""type"": ""MultiPolygon"", ""coordinates"": [[[[-99.09346996581563, 19.47222023092251], [-99.09514346190372, 19.467890508769237], [-99.09548746189436, 19.467401037854945], [-99.09557666699395, 19.467432981207423], [-99.09608024817688, 19.467646089089367], [-99.09648115647178, 19.467843836409568], [-99.09665411814628, 19.467931622675355], [-99.09683090270724, 19.468021348381928], [-99.0971334700084, 19.46817491572636], [-99.09720794269923, 19.468212712681964], [-99.09760289307368, 19.468413166377253], [-99.09762178837215, 19.46842275625906], [-99.0979889957658, 19.468609128815213], [-99.09810760692577, 19.468669328191268], [-99.09836049421097, 19.4687976758597], [-99.09860897133737, 19.468923786843945], [-99.09876863417189, 19.469004819688486], [-99.09915081942044, 19.469198789701263], [-99.09954250548921, 19.469397578949348], [-99.0997157491537, 19.469485504925146], [-99.09991524627512, 19.469586753415797], [-99.10021253873046, 19.46973763435004], [-99.1002738469603, 19.469768748416513], [-99.10063046797397, 19.46994973831931], [-99.10069382045465, 19.469981890357566], [-99.10101271678431, 19.470143734261676], [-99.10145777724554, 19.470368974558927], [-99.10051450124028, 19.47260461796315], [-99.10027671168287, 19.473167252294832], [-99.09951541689462, 19.474968510294108], [-99.09890032747559, 19.474681000934037], [-99.09840760402797, 19.474453688142653], [-99.09791700000268, 19.474232814646083], [-99.0973746973559, 19.473983911514697], [-99.09679100585136, 19.473729104748347], [-99.09628002494446, 19.47350157006897], [-99.09578303116588, 19.47327695845689], [-99.09529429520975, 19.473054640044435], [-99.09479753300563, 19.472821302515122], [-99.09428368604149, 19.472591988117482], [-99.09420027051108, 19.47281196882939], [-99.09416726086214, 19.47280004295934], [-99.09348433998231, 19.472544658835442], [-99.09336899230266, 19.472501040675173], [-99.09346996581563, 19.47222023092251]]]]}",2117.0,Hidrometeorológicos,Inundaciones,Peligro,Muy Alto,"Análisis del índice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 años, construido con diversos factores, en donde se calcula el porcentaje de área inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Dirección de Análisis de Riesgo de la SPCGIR, 2019.",0900500011896,Gustavo A. Madero,Ciudad de México,402681.523524,2592.57625921,5 años,% de area inundable,100,5,Prueba
"19.5072190117,-99.0985326039","{""type"": ""MultiPolygon"", ""coordinates"": [[[[-99.09865738551208, 19.5059940652375], [-99.09944472884793, 19.50645018474617], [-99.09949472921465, 19.506480289425145], [-99.0997406722372, 19.506616003981275], [-99.09996805420425, 19.506756992101614], [-99.100183057663, 19.506874759423567], [-99.100457938262, 19.50701001271062], [-99.10093712585075, 19.50720729442083], [-99.10066402837886, 19.507953134588625], [-99.10053553137512, 19.50828839091785], [-99.10028288838402, 19.50891001995454], [-99.09968648310321, 19.50875111249655], [-99.09946913272869, 19.508743139386503], [-99.09911047807799, 19.508656459525568], [-99.09886134544125, 19.50859624924221], [-99.09880206636286, 19.5085819217454], [-99.09847275387608, 19.508501971390146], [-99.09823522971834, 19.508388673500843], [-99.09798153700036, 19.508267665010095], [-99.0979518254994, 19.50825349192513], [-99.09771844258248, 19.50814216888728], [-99.09738830890475, 19.507963746263307], [-99.09708581517464, 19.507799806569476], [-99.0968529520594, 19.507673604326396], [-99.09663324822671, 19.507554534934922], [-99.09654280529587, 19.50750036488799], [-99.0963005607811, 19.507351736460887], [-99.09615199944436, 19.507261035206824], [-99.09609240966739, 19.50711630696969], [-99.0963076912853, 19.506786606863418], [-99.09655949616038, 19.50637499585032], [-99.09665181935563, 19.506433930756177], [-99.0968600516551, 19.506100444073855], [-99.09710100970489, 19.50573890941104], [-99.09717708989017, 19.50562624149881], [-99.09743772619595, 19.505239553399555], [-99.0976738548449, 19.505378508452928], [-99.09791260799788, 19.505522427635245], [-99.0981466506385, 19.505666786528078], [-99.09839414732731, 19.50582871161328], [-99.09848107587759, 19.50588446748215], [-99.09865738551208, 19.5059940652375]]]]}",2122.0,Hidrometeorológicos,Inundaciones,Peligro,Muy Alto,"Análisis del índice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 años, construido con diversos factores, en donde se calcula el porcentaje de área inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Dirección de Análisis de Riesgo de la SPCGIR, 2019.",0900500012678,Gustavo A. Madero,Ciudad de México,110678.948485,1383.84108401,5 años,% de area inundable,100,5,Prueba
"19.4734026245,-99.125759476","{""type"": ""MultiPolygon"", ""coordinates"": [[[[-99.12312984749698, 19.477579129325072], [-99.12379285883362, 19.47588614888785], [-99.12435653292593, 19.47444217406767], [-99.12430948823716, 19.474406387278762], [-99.1242824911961, 19.474369064659292], [-99.12426313674223, 19.474316276091194], [-99.12426185157665, 19.47425820761311], [-99.12427429403819, 19.47422267886915], [-99.12428462386384, 19.474193177687837], [-99.1243221940759, 19.474148638617393], [-99.12438476024731, 19.47411309909974], [-99.12444405341307, 19.47410186563195], [-99.12449094823162, 19.474113402328637], [-99.12464803489966, 19.473703808235275], [-99.12482290409703, 19.473251548290108], [-99.12508028350373, 19.472585828356788], [-99.12569828019812, 19.471000947920942], [-99.12564917571336, 19.470979109797447], [-99.12561467476783, 19.470942969061607], [-99.12559704196575, 19.470898755973263], [-99.12559336364572, 19.470859223733957], [-99.12560403534575, 19.47082138472231], [-99.12561634607944, 19.470791450526793], [-99.12564416806188, 19.47076403088758], [-99.12567629237044, 19.47074416070059], [-99.12572256305627, 19.47073283189359], [-99.1257855053862, 19.470738456177187], [-99.1261483589323, 19.46981869173698], [-99.12662080191137, 19.46870561075126], [-99.1270450730696, 19.46881215664191], [-99.1274279614664, 19.468904345444518], [-99.12748072532744, 19.468917049141886], [-99.1279467387778, 19.469029250795856], [-99.12840732741485, 19.46914014218132], [-99.12791657291878, 19.470429374811783], [-99.12751172649638, 19.47149266388272], [-99.12718562493633, 19.472326278374034], [-99.1268472869837, 19.473191063359717], [-99.12684531170063, 19.473196116747285], [-99.12658666882866, 19.473857431941713], [-99.126406831707, 19.474317208453712], [-99.12618351102991, 19.474888103741726], [-99.1261809476129, 19.474894658187605], [-99.12580348046727, 19.47584301392041], [-99.12553453791499, 19.4765185480354], [-99.12533040998615, 19.477062440479802], [-99.12490614258242, 19.478192127833623], [-99.12447072430521, 19.478035900806862], [-99.12401815917214, 19.477882284024236], [-99.12359544278304, 19.47773578991342], [-99.12312984749698, 19.477579129325072]]]]}",2126.0,Hidrometeorológicos,Inundaciones,Peligro,Muy Alto,"Análisis del índice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 años, construido con diversos factores, en donde se calcula el porcentaje de área inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Dirección de Análisis de Riesgo de la SPCGIR, 2019.",0900500011595,Gustavo A. Madero,Ciudad de México,208833.335434,2542.92200946,5 años,% de area inundable,100,5,Prueba
"19.5406399472,-99.1432150693","{""type"": ""MultiPolygon"", ""coordinates"": [[[[-99.14024125183943, 19.539199600561776], [-99.14029762225677, 19.53905717612454], [-99.1403913560047, 19.53882027479177], [-99.14081738464215, 19.53769796316914], [-99.14093922360597, 19.537518965666575], [-99.14106575658593, 19.53740101767824], [-99.14123378245957, 19.537300451908845], [-99.14164115997286, 19.537040333105328], [-99.14135145147115, 19.537692168697813], [-99.14263772979935, 19.538099154434942], [-99.14353989657162, 19.538397021046617], [-99.14388220133658, 19.538510038391188], [-99.14554380385007, 19.539043497672527], [-99.14564051500174, 19.53905418654824], [-99.1454419094642, 19.539331131007486], [-99.14532699764793, 19.539489571102063], [-99.1452313053569, 19.539604512191325], [-99.14514853792059, 19.539713897302008], [-99.14512496218572, 19.5398419884102], [-99.14509029766444, 19.53989905471258], [-99.14503252034655, 19.53999389373194], [-99.14493539833552, 19.540157325940402], [-99.14482424262232, 19.540321469546875], [-99.14577579197751, 19.54095705030546], [-99.14661126942786, 19.541514234037688], [-99.14647733193866, 19.541713552414496], [-99.14640636479821, 19.541814363056837], [-99.1463137920555, 19.541950022336696], [-99.14716469541001, 19.542498572542634], [-99.14686621990177, 19.54298651943352], [-99.14666271749071, 19.543289734744523], [-99.14647145256716, 19.543591655136275], [-99.14628309735264, 19.54390504977563], [-99.145292075467, 19.54347979233956], [-99.14478821395896, 19.543264327394645], [-99.14438193996608, 19.54308292592913], [-99.14366129771926, 19.54275878990433], [-99.14332171821644, 19.542610653741903], [-99.14326282715372, 19.5426025230141], [-99.1428813154859, 19.54245321280113], [-99.14238986326282, 19.54225479544652], [-99.14194423163961, 19.54207341009594], [-99.14149854870661, 19.541896435044254], [-99.1413322312203, 19.541822565803358], [-99.14073667661701, 19.541553050422586], [-99.14011792080485, 19.541272540859115], [-99.13998944143216, 19.541298192302385], [-99.13948907834153, 19.54110105249447], [-99.13967667527795, 19.54061352931808], [-99.13989443163061, 19.540074480933306], [-99.14016149776738, 19.53940104149497], [-99.14024125183943, 19.539199600561776]]]]}",2144.0,Hidrometeorológicos,Inundaciones,Peligro,Alto,"Análisis del índice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 años, construido con diversos factores, en donde se calcula el porcentaje de área inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Dirección de Análisis de Riesgo de la SPCGIR, 2019.",0900500010192,Gustavo A. Madero,Ciudad de México,295272.362777,2590.71923845,5 años,% de area inundable,73 a 99,4,Prueba
